ANO_CENSO|PK_COD_MATRICULA|FK_COD_ALUNO|NU_DIA|NU_MES|NU_ANO|NUM_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|FK_COD_PAIS_ORIGEM|FK_COD_ESTADO_NASC|SGL_UF_NASCIMENTO|FK_COD_MUNICIPIO_DNASC|FK_COD_ESTADO_END|SIGLA_END|FK_COD_MUNICIPIO_END|ID_ZONA_RESIDENCIAL|ID_TIPO_ATENDIMENTO|ID_N_T_E_P|ID_RESPONSAVEL_TRANSPORTE|ID_POSSUI_NEC_ESPECIAL|ID_TIPO_NEC_ESP_CEGUEIRA|ID_TIPO_NEC_ESP_BAIXA_VISAO|ID_TIPO_NEC_ESP_SURDEZ|ID_TIPO_NEC_ESP_DEF_AUDITIVA|ID_TIPO_NEC_ESP_SURDO_CEGUEIRA|ID_TIPO_NEC_ESP_DEF_FISICA|ID_TIPO_NEC_ESP_DEF_MENTAL|ID_TIPO_NEC_ESP_DEF_MULTIPLAS|ID_TIPO_NEC_ESP_AUTISMO|ID_TIPO_NEC_ESP_ASPERGER|ID_TIPO_NEC_ESP_RETT|ID_TIPO_NEC_ESP_TDI|ID_TIPO_NEC_ESP_SUPERDOTACAO|FK_COD_MOD_ENSINO|FK_COD_ETAPA_ENSINO|PK_COD_TURMA|FK_COD_CURSO_PROF|COD_UNIFICADA|FK_COD_TIPO_TURMA|PK_COD_ENTIDADE|FK_COD_ESTADO_ESCOLA|SIGLA_ESCOLA|COD_MUNICIPIO_ESCOLA|ID_LOCALIZACAO_ESC|ID_DEPENDENCIA_ADM_ESC|DESC_CATA_ESCOLA_PRIV|ID_CONVENIADA_PP_ESC|ID_TIPO_CONVENIO_PODER_PUBLICO|ID_MANT_ESCOLA_PRIVADA_EMP|ID_MANT_ESCOLA_PRIVADA_ONG|ID_MANT_ESCOLA_PRIVADA_SIND|ID_MANT_ESCOLA_PRIVADA_S_FINS|ID_DOCUMENTO_REGULAMENTACAO|ID_LOCALIZACAO_DIFERENCIADA|ID_EDUCACAO_INDIGENA
2009|303222649|111374976457|6|8|1989|20|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|303224189|113111161330|11|8|1991|18|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266222032|110167698906|19|12|1991|18|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266223642|119570052200|13|9|1991|18|M|5|1|10|31|MG|3135209|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|303215108|118284293330|12|9|1979|30|F|5|1|10|31|MG|3162450|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|303221310|121060297999|28|10|1988|21|F|5|1|10|31|MG|3135209|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|303227591|119569954808|5|12|1992|17|M|5|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266223221|110544819038|14|10|1991|18|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266214181|118303778098|5|1|1973|36|F|5|1|10|31|MG|3162450|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266204983|119569850930|16|3|1988|21|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266200383|113985818877|23|7|1992|17|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266204768|111374995753|9|6|1990|19|M|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266211701|114489360044|14|6|1990|19|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266201743|112205436243|14|5|1992|17|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266206811|119570655240|4|6|1989|20|F|5|1|10|35|SP|3512001|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266219281|119569927401|13|8|1991|18|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266207003|110544793993|2|10|1985|24|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266213237|110242989224|19|11|1989|20|M|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|284851466|119570069359|29|6|1992|17|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|284848901|119569923406|12|6|1990|19|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|284849655|110167703403|12|6|1974|35|M|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|284852422|113262178364|26|10|1991|18|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|9984839||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823176|114790977560|17|5|1991|18|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823177|113110922699|5|10|1991|18|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823178|113790236291|3|12|1993|16|M|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823179|114640048113|11|1|1994|15|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823180|114790972258|25|1|1989|20|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823181|114489110870|13|5|1992|17|M|0|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823182|114413601580|27|9|1993|16|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823183|118290641345|8|12|1992|17|M|5|1|10|31|MG|3135209|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823184|119570303300|6|6|1992|17|M|5|1|10|31|MG|3135209|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823185|112162235136|19|3|1978|31|M|0|1|10|31|MG|3139300|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823186|114413601660|4|6|1993|16|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823187|114413601741|10|4|1993|16|M|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823188|110242740390|3|11|1993|16|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|279823189|112519767510|22|5|1991|18|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593044||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|312323409|121125611382|16|7|1989|20|F|5|1|10|31|MG|3139300|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593526||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|288319079|114791007491|1|8|1978|31|F|5|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593526||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|288319080|110770945740|4|2|1981|28|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593526||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|288319081|112658063066|7|8|1991|18|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593526||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|312310624|121250943980|2|7|1987|22|M|5|1|10|31|MG|3135209|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10593526||0|0|31297518|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|287661499|114489154142|29|11|1989|20|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|11759342||0|0|31338770|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|287663643|119307711770|29|11|1980|29|F|5|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|11759342||0|0|31338770|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|287660645|111613983416|11|7|1987|22|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|11759342||0|0|31338770|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|287669597|120787626529|24|11|1983|26|F|5|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|11759342||0|0|31338770|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|287669903|114652926595|14|4|1989|20|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|11759342||0|0|31338770|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|287673325|112670967565|17|10|1990|19|M|0|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|11759342||0|0|31338770|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|309223766|121176406727|29|12|1990|19|M|5|1|10|31|MG|3139300|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10016449||0|0|31269875|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|309045951|113199415082|2|6|1992|17|M|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10016449||0|0|31269875|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|309045953|113274785368|10|7|1991|18|M|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10016449||0|0|31269875|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|309045954|112670968022|29|6|1993|16|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10016449||0|0|31269875|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|309045955|114266750462|25|12|1992|17|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10016449||0|0|31269875|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|309045956|111991645340|26|11|1991|18|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10016449||0|0|31269875|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|309045957|113878537831|23|9|1982|27|F|0|1|10|35|SP|3540200|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10016449||0|0|31269875|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|309045958|113199413705|6|11|1970|39|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|26|10016449||0|0|31269875|31|MG|3162450|2|2||||0|0|0|0|1|2|1
