NU_ANO_CENSO|ID_MATRICULA|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_VANS_KOMBI|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_BICICLETA|IN_TRANSP_TR_ANIMAL|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|IN_TRANSP_TREM_METRO|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SINDROME_ASPERGER|IN_SINDROME_RETT|IN_TRANSTORNO_DI|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_BRAILLE|IN_RECURSO_AMPLIADA_16|IN_RECURSO_AMPLIADA_20|IN_RECURSO_AMPLIADA_24|IN_RECURSO_NENHUM|TP_INGRESSO_FEDERAIS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_UNIFICADA|TP_TIPO_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2016|216087128|110921724593|28|2|1989|27|27|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8522945||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216079052|144864067707|30|4|1990|26|26|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8522635||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216079018|110783881303|19|5|1993|23|23|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8522635||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216078996|112293594601|14|12|1997|18|19|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8522635||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216078934|110092024806|10|3|1998|18|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8522635||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216079044|119680656364|16|3|1995|21|21|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8522635||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216075127|112293619019|19|2|1998|18|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8522448||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216075186|112369053851|20|6|1998|17|18|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8522448||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216075242|123608541003|19|5|1948|68|68|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8522448||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216075134|114351052499|29|9|1998|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8522448||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224133|118311595975|25|2|1996|20|20|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224458|119036853620|10|10|1996|19|20|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224051|113186755378|18|11|1995|20|21|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224084|114338304854|26|6|1998|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224042|112356343708|20|4|1995|21|21|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224542|113757179365|12|8|1999|16|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224459|114118608536|19|3|1995|21|21|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224455|113186730545|28|12|1997|18|19|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224217|113262139709|27|11|1998|17|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224060|113488465500|30|7|1998|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224097|118284293330|12|9|1979|36|37|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224021|111525928235|10|11|1998|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216225772|113035609925|17|10|1996|19|20|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224079|113985817200|5|7|1997|18|19|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528762||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216225889|113770267361|12|8|1988|27|28|260|0|0|0|0|5|2|5|1|76|31|3116100|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216225748|125190226807|16|11|1988|27|28|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224012|111072872780|22|11|1997|18|19|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224096|118282975930|23|9|1998|17|18|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224456|116032938416|30|9|1998|17|18|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224453|112054527377|8|9|1987|28|29|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224011|111072871628|30|1|1997|19|19|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224091|114675674509|21|11|1996|19|20|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224061|113488465690|19|5|1998|18|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224047|112733763155|26|2|1999|17|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224457|114640263510|13|2|1999|17|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224078|113865842070|29|1|1999|17|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216224245|122030684693|1|7|1996|19|20|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528763||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216225952|111371817102|5|5|1998|18|18|195|0|0|0|0|5|2|2|1|76|31|3132107|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226047|111900350903|14|3|1999|17|17|195|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226048|110846645776|18|3|1999|17|17|195|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226054|110921931971|4|1|1999|17|17|195|0|0|0|0|5|2|5|1|76|31|3135100|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226056|112205419900|4|12|1996|19|20|195|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226051|122814148760|30|5|1998|18|18|195|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226037|111447364391|24|1|1999|17|17|195|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216225944|114489346564|9|11|1995|20|21|195|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226039|111676842143|22|6|1998|17|18|195|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216225934|111220814481|19|1|1998|18|18|195|0|0|0|0|5|1|3|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226049|111223989487|29|4|1999|17|17|195|0|0|0|0|5|2|0|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226042|112507135955|19|8|1995|20|21|195|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216225937|112507135793|17|7|1998|17|18|195|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226052|112507134207|30|11|1997|18|19|195|0|0|0|0|5|2|5|1|76|53|5300108|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216225945|114788011823|8|3|1998|18|18|195|0|0|0|0|5|2|0|1|76|35|3550308|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216225949|116868571282|6|8|1985|30|31|195|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216225928|110650849514|2|5|1998|18|18|195|0|0|0|0|5|2|5|1|76|31|3170404|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226041|110997295480|10|7|1998|17|18|195|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528817||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226571|124309957357|14|1|1982|34|34|300|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528860||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226419|112884578470|7|9|1995|20|21|300|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|27|8528860||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2016|216226405|114564608974|7|6|1998|17|18|300|0|0|0|0|5|2|0|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|27|8528860||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
